Drone_ID,X (m),Y (m),Z (m)
283,10.75,58.48,0.0
284,-8.83,59.0,0.0
285,-6.69,56.78,0.0
286,27.7,53.38,0.0
287,2.65,42.45,0.0
288,0.44,45.87,0.0
289,-21.28,41.82,0.0
290,15.88,48.97,0.0
291,-19.02,59.17,0.0
292,13.01,46.34,0.0
293,21.38,59.04,0.0
294,-5.56,59.55,0.0
295,-25.47,68.83,0.0
296,21.35,61.19,0.0
297,-11.04,58.83,0.0
298,11.67,62.67,0.0
299,22.14,51.52,0.0
300,-8.34,64.71,0.0
301,2.03,48.15,0.0
302,2.86,46.22,0.0
303,1.48,68.32,0.0
304,-19.62,42.63,0.0
305,-22.85,41.89,0.0
306,-9.79,49.63,0.0
307,25.74,59.84,0.0
308,9.99,69.29,0.0
309,-29.8,57.19,0.0
310,-9.21,65.02,0.0
311,-27.47,57.98,0.0
312,3.78,51.93,0.0
313,-22.78,62.97,0.0
314,-8.38,45.12,0.0
315,3.74,69.06,0.0
316,11.73,44.47,0.0
317,4.23,63.95,0.0
318,18.18,40.12,0.0
319,10.09,52.36,0.0
320,-19.71,56.2,0.0
321,-11.9,53.48,0.0
322,-26.49,57.05,0.0
323,1.97,48.04,0.0
324,-28.85,56.68,0.0
325,-1.7,65.19,0.0
326,26.68,65.54,0.0
327,11.06,44.27,0.0
328,12.23,69.54,0.0
329,-12.0,55.0,0.0
330,27.36,62.0,0.0
331,8.84,55.87,0.0
332,-27.84,68.43,0.0
333,-3.1,51.24,0.0
334,24.63,69.32,0.0
335,-19.45,42.98,0.0
336,-14.13,60.7,0.0
337,-18.59,58.47,0.0
338,-13.36,48.74,0.0
339,15.08,55.69,0.0
340,11.6,63.13,0.0
341,-23.42,60.71,0.0
342,18.06,67.36,0.0
343,-18.37,67.38,0.0
344,-2.42,52.27,0.0
345,-10.92,52.52,0.0
346,-10.12,57.79,0.0
347,24.99,66.92,0.0
348,29.67,55.79,0.0
349,24.55,54.58,0.0
350,-15.52,63.32,0.0
351,14.02,61.71,0.0
352,-21.64,62.72,0.0
353,15.27,47.39,0.0
354,-29.26,62.07,0.0
355,8.99,56.19,0.0
356,-16.52,69.98,0.0
357,-0.57,45.62,0.0
358,-21.78,66.46,0.0
359,28.42,45.83,0.0
360,3.72,46.95,0.0
361,-29.58,53.55,0.0
362,-14.66,66.05,0.0
363,-19.91,44.45,0.0
364,17.48,41.59,0.0
365,-19.11,46.65,0.0
366,1.46,62.23,0.0
367,-17.29,45.48,0.0
368,14.07,64.43,0.0
369,0.84,42.63,0.0
370,-27.7,42.01,0.0
371,1.16,58.39,0.0
372,1.9,52.44,0.0
373,10.92,41.72,0.0
374,5.78,52.85,0.0
375,11.76,67.63,0.0
376,29.26,63.93,0.0
377,10.85,55.89,0.0
378,24.83,43.41,0.0
379,9.5,50.77,0.0
380,2.87,40.97,0.0
381,-8.07,53.76,0.0
382,13.35,65.02,0.0
383,27.36,44.51,0.0
384,-9.47,57.28,0.0
385,25.94,50.04,0.0
386,9.42,68.37,0.0
387,3.86,58.69,0.0
388,-22.46,64.98,0.0
389,12.61,55.02,0.0
390,17.23,48.82,0.0
391,-14.66,52.14,0.0
392,12.32,62.3,0.0
393,6.86,55.1,0.0
394,-17.93,65.37,0.0
395,2.19,45.33,0.0
396,24.88,56.93,0.0
397,-9.23,59.44,0.0
398,7.66,61.2,0.0
399,26.94,41.29,0.0
400,19.25,58.2,0.0
401,-5.36,62.04,0.0
402,-4.04,54.87,0.0
403,5.83,57.31,0.0
404,-2.8,67.67,0.0
405,-12.04,49.59,0.0
406,-3.36,42.79,0.0
407,1.24,52.59,0.0
408,-22.09,54.47,0.0
409,5.56,58.08,0.0
410,21.34,53.76,0.0
411,-23.15,49.25,0.0
412,-6.78,51.24,0.0
413,-9.97,42.33,0.0
414,15.21,45.49,0.0
415,29.0,52.22,0.0
416,6.61,58.85,0.0
417,-18.8,45.91,0.0
418,18.21,57.63,0.0
419,-7.48,68.6,0.0
420,-29.47,41.08,0.0
421,11.48,56.87,0.0
422,9.4,52.79,0.0
423,-7.45,66.32,0.0
424,12.44,63.71,0.0
425,-7.32,66.85,0.0
426,0.87,67.18,0.0
427,-12.03,56.02,0.0
428,17.01,56.98,0.0
429,3.16,67.04,0.0
430,14.62,66.18,0.0
431,-8.25,64.74,0.0
432,-24.95,45.1,0.0
433,15.66,67.76,0.0
434,2.86,42.51,0.0
435,-5.47,41.85,0.0
436,-25.25,60.16,0.0
437,-24.31,53.43,0.0
438,13.74,52.05,0.0
439,8.1,48.26,0.0
440,-12.1,52.1,0.0
441,-15.15,59.86,0.0
442,-1.89,69.9,0.0
443,15.54,48.3,0.0
444,8.0,46.53,0.0
445,-19.19,54.0,0.0
446,-12.95,40.38,0.0
447,-13.26,57.98,0.0
448,25.35,59.49,0.0
449,19.69,69.88,0.0
450,25.45,61.91,0.0
451,24.99,63.06,0.0
452,24.2,59.74,0.0
453,17.03,48.65,0.0
454,-1.35,43.63,0.0
455,-23.83,60.33,0.0
456,-21.34,67.22,0.0
457,19.87,51.14,0.0
458,29.59,41.76,0.0
459,-22.05,46.82,0.0
460,26.04,59.28,0.0
461,-8.38,59.33,0.0
462,-28.22,44.42,0.0
463,26.21,64.02,0.0
464,-9.52,64.58,0.0
465,-15.89,53.73,0.0
466,-25.79,65.96,0.0
467,-28.86,42.61,0.0
468,10.64,66.63,0.0
469,6.26,69.02,0.0
470,10.18,62.82,0.0
471,-17.52,46.76,0.0
472,15.14,50.32,0.0
473,10.96,69.87,0.0
474,20.84,47.09,0.0
475,-24.18,50.04,0.0
476,23.97,61.87,0.0
477,-29.36,60.63,0.0
478,20.57,47.65,0.0
479,10.84,63.98,0.0
480,28.3,42.07,0.0
481,20.96,67.42,0.0
482,-28.84,53.55,0.0
483,8.3,67.64,0.0
484,-11.67,66.23,0.0
485,20.58,50.79,0.0
486,-18.55,69.58,0.0
487,-23.74,40.49,0.0
488,6.6,48.43,0.0
489,-5.19,52.22,0.0
490,7.03,68.83,0.0
491,3.96,64.08,0.0
492,-28.89,50.5,0.0
493,3.21,48.66,0.0
494,1.68,44.97,0.0
495,-5.13,40.53,0.0
496,-13.23,44.65,0.0
497,-27.34,46.79,0.0
498,-13.47,42.95,0.0
499,20.01,67.79,0.0
500,-13.04,56.11,0.0
501,17.79,50.96,0.0
502,-5.39,57.73,0.0
503,9.08,46.6,0.0
504,-16.54,64.85,0.0
505,18.18,45.54,0.0
506,-4.5,41.94,0.0
507,4.95,51.25,0.0
508,17.71,50.11,0.0
509,-18.32,67.99,0.0
510,15.82,44.14,0.0
511,-3.14,61.0,0.0
512,-12.21,61.8,0.0
513,-24.74,50.23,0.0
514,19.34,51.66,0.0
515,2.98,57.46,0.0
516,-2.27,57.81,0.0
517,1.87,50.85,0.0
518,6.98,61.23,0.0
519,-24.53,59.97,0.0
520,-11.64,41.47,0.0
521,-1.94,64.1,0.0
522,-4.29,53.46,0.0
523,11.26,59.04,0.0
524,11.47,62.03,0.0
525,-13.89,47.39,0.0
526,25.47,58.79,0.0
527,26.08,69.13,0.0
528,-14.74,50.09,0.0
529,0.88,44.02,0.0
530,-9.97,59.29,0.0
531,23.03,68.52,0.0
532,-16.63,44.02,0.0
533,-3.1,64.49,0.0
534,10.41,69.77,0.0
535,5.38,60.31,0.0
536,13.97,57.3,0.0
537,23.83,63.88,0.0
538,15.19,44.62,0.0
539,-29.76,50.67,0.0
540,16.34,42.44,0.0
541,23.48,68.99,0.0
542,13.9,46.18,0.0
543,-27.82,46.91,0.0
544,28.67,44.3,0.0
545,-8.77,50.83,0.0
546,-21.17,69.04,0.0
547,26.21,44.74,0.0
548,-7.6,48.67,0.0
549,-12.56,45.77,0.0
550,9.11,67.29,0.0
551,-5.66,56.57,0.0
552,11.24,59.53,0.0
553,-5.03,55.43,0.0
554,-13.41,51.97,0.0
555,20.82,50.63,0.0
556,-17.06,67.9,0.0
557,-25.39,58.77,0.0
558,13.75,58.92,0.0
559,29.64,40.94,0.0
560,2.06,43.99,0.0
561,1.17,52.36,0.0
562,-27.19,41.34,0.0
563,19.02,58.32,0.0
564,25.67,42.6,0.0
565,-1.47,46.29,0.0
566,28.44,67.46,0.0
567,-8.29,45.67,0.0
568,-2.13,51.45,0.0
569,-10.24,47.23,0.0
570,-10.33,50.15,0.0
571,-20.63,41.41,0.0
572,21.96,48.95,0.0
573,-5.5,48.33,0.0
574,15.62,63.01,0.0
575,4.52,45.43,0.0
576,-25.13,48.02,0.0
577,14.79,41.91,0.0
578,-1.35,63.78,0.0
579,19.86,68.01,0.0
580,12.99,68.05,0.0
581,13.67,42.94,0.0
582,14.75,47.58,0.0
583,-5.73,46.13,0.0
584,11.09,52.56,0.0
585,14.38,62.66,0.0
586,18.6,68.7,0.0
587,21.79,48.08,0.0
588,27.82,46.19,0.0
589,-4.33,66.04,0.0
590,21.42,48.55,0.0
591,18.54,64.17,0.0
592,23.16,40.06,0.0
593,25.23,43.81,0.0
594,7.89,51.81,0.0
595,17.2,55.29,0.0
596,16.01,54.64,0.0
597,-3.03,62.77,0.0
598,22.43,60.11,0.0
599,13.52,59.46,0.0
600,-24.08,67.67,0.0
